en,fi,position,score,rel_score,ratio_score,index,correctness,freqs
terrain,maastossa,3,0.6851021956108304,0.0729302596713343,0.9037900565297204,7203,yes,123228
albany,rochesteriin,4,0.6131444631971347,0.0269978477957629,0.9578252408376384,6189,no,3064
resignation,virasta,4,0.6763759703369912,0.0417870943995072,0.9418139188001274,5971,no,56169
expertise,asiantuntemus,1,0.7176646602674248,0.0159265419620298,0.9782896224578108,7082,yes,567356
accordingly,sellaiseksi,5,0.5573511332526737,0.0555329202456681,0.9093908220834164,7067,no,157314
nursing,terveydenhoitoalan,6,0.6724644722603902,0.0332139512640216,0.9529333048073948,6090,no,297916
phrases,sanat,5,0.6199355062795415,0.131305063112281,0.8252156919339687,6774,no,222733
pump,paineilman,5,0.5770518077813023,0.0302009044769995,0.9502663325048216,7052,no,255719
sheep,hevoset,5,0.6178585545029212,0.0354358675308493,0.9457581967093276,6084,no,141415
idol,idolin,2,0.5488195395805922,0.0388658510348673,0.9338662290138524,6419,no,36376
atlas,kartoitti,6,0.3769811723362066,0.1738333172961115,0.6844067820144865,6055,no,12107
floating,kelluvat,4,0.5466219358447928,0.0472836935168253,0.9203851737057114,7266,no,150063
lok,rajya,6,0.4375946585552942,0.075974383703761,0.8520658812112784,6842,no,1457
finalist,finalistin,9,0.612231401620472,0.058470942683082,0.9128213235279544,7239,no,25560
seized,ryöstettiin,5,0.6696014189332056,0.0550517742703906,0.9240301777640502,7186,no,90797
precise,täsmällinen,5,0.6642616809564122,0.0601831998771389,0.9169250808869106,7031,yes,245627
johannes,gustav,6,0.6279280690010192,0.0480121442382515,0.9289698359442684,7696,no,243
complaints,uhkauksia,2,0.6483708632068073,0.0240689687346489,0.964206509502631,6086,no,241048
jesse,jason,8,0.6322618224332783,0.0338668097300076,0.949158753888084,6053,no,2748
loading,asennettava,8,0.5720367113896562,0.0417136943223995,0.9320347588625956,7391,no,130271
blade,terällä,8,0.5242228830546571,0.0695419957909682,0.8828795736013065,6498,no,130603
malaysian,malesiassa,7,0.6693758349743715,0.0907460288503414,0.8806164732668869,6054,no,3459
blow,isketään,4,0.5445819015377744,0.0284332166664565,0.9503796396235352,6873,no,252984
tang,wu,3,0.7408685591062691,0.0519865348529757,0.9344312280402048,5974,no,9674
trend,trendin,3,0.5556188745390778,0.0514151937770819,0.9153009749194118,6492,no,498311
strictly,rajoitu,8,0.563716075948518,0.0307262497945044,0.9483107974249676,6097,no,151931
ping,hang,4,0.5299863319670848,0.1189577234909948,0.8166903256290337,6346,no,29179
deeply,epäilevästi,5,0.512871430922361,0.1869379478484665,0.7328730458331215,6238,no,306771
vale,townia,2,0.5477843794083707,0.0178748650875857,0.9683999417290288,6729,no,4054
wednesday,viikonloppuna,8,0.618014600152824,0.0612378300578417,0.9098452543793634,6291,no,14746
verified,tarkistanut,1,0.5894018238331503,0.001613628246346,0.9972697359423202,6180,no,90033
hanging,hirttä,8,0.5307419417164352,0.0928009335970205,0.8511715276188996,7198,no,269631
furniture,huonekaluja,1,0.7620787341920896,0.0071698902494072,0.990679359024382,6683,yes,569320
lessons,opiskelua,7,0.6192405314443475,0.0726189224233372,0.895038042744986,6402,no,407521
paradise,paratiisin,4,0.5235915264329101,0.0632764434512886,0.8921794224623054,6542,no,88552
climb,huipulle,2,0.6123275739533955,0.0308522174790448,0.952031736864224,6948,no,194236
blow,tuhoisasti,9,0.5339008615818885,0.0391142566223424,0.9317395730414192,6873,no,252984
throwing,heitettyä,4,0.639914540288623,0.1058928442463771,0.8580158276223026,6944,no,201749
roller,roller,0,0.4994414960296369,0.0,1.0,6856,yes,79654
marshal,kenraaliluutnantin,4,0.6849996864637713,0.02891498510094,0.9594979816879712,6032,no,11641
moses,abraham,9,0.5321818574639547,0.100393375091535,0.8412941735231019,6812,no,2513
poles,puola,6,0.4597776377386761,0.0624848442207846,0.8803573942620775,7297,no,65162
portions,osittain,5,0.5190536510321058,0.116529216630649,0.816657712849994,6006,no,142431
publicity,julkisuuskuva,4,0.5768657051444792,0.0716904297753255,0.8894614885044758,7101,no,118875
alexandra,alexandra,0,0.7194501683048881,0.0,1.0,7684,yes,1384
limestone,hiekkakivestä,6,0.6886012880624972,0.083367780173541,0.8920063204552512,7176,no,37104
broader,laajempiin,4,0.6386950233720119,0.0611914916515221,0.9125694089855916,7300,no,164786
skiing,lumilautailun,7,0.7134061448506996,0.0501632881101328,0.9343042217973307,7278,no,114536
varied,vaihtelevan,5,0.6690119231422091,0.0513082354899629,0.9287702351862634,6701,no,216097
phrases,sanontoja,3,0.6306577858547143,0.1205827835371082,0.8394884562281724,6774,no,222733
marking,päättyminen,3,0.4829509541462057,0.0151032667988824,0.9696754566797504,7081,no,82411
lover,rakastajatar,5,0.7112146168381335,0.0489159379807045,0.9356479782708343,6027,yes,173040
concentrated,painottui,2,0.5230418004034518,0.0151055918289007,0.9719303818118686,6916,no,128634
vital,tärkeässä,9,0.6019653408831549,0.0838321707531709,0.877759587442734,6382,no,630063
drove,autollaan,4,0.6284600647193306,0.0934793514690024,0.8705163489167125,6604,no,210245
nearest,etäisyys,5,0.5463082220338926,0.0995069775410388,0.8459203536762013,5898,no,135918
confirm,päättelemään,5,0.6171225571410716,0.0688531135397362,0.8996274700655174,6260,no,236654
succeed,menestymään,2,0.5638098297454782,0.0153494232840677,0.9734970593946728,6913,no,293207
tactics,taktiikkana,6,0.6853866238475661,0.0583428638304285,0.921553649818859,6629,no,206429
uci,ympäriajoon,8,0.646924081649547,0.0333692445263574,0.9509487404294642,7611,no,553
myth,myyttinen,6,0.6236604603750259,0.1183207109799098,0.8405340788313486,6966,no,112435
recruited,värväsi,1,0.7327741163614608,0.0158823502032999,0.978785529929132,6610,yes,61210
millennium,vuosituhatta,5,0.4750462802500936,0.1021119122876643,0.8230781203352941,5870,no,39282
holdings,omistukseensa,0,0.6945459609857236,0.0,1.0,6864,no,64579
panels,paneelit,0,0.6364375387925952,0.0,1.0,7310,yes,276890
ear,korvan,6,0.5507304047550925,0.036551428460934,0.9377616905655431,7628,yes,297145
displacement,iskutilavuuden,4,0.5440286265652338,0.0119162445738677,0.9785657801834704,7673,no,39996
raja,maharadža,6,0.5647244210834539,0.0857632621117243,0.8681554404067153,7146,no,1622
kerry,callaghan,1,0.5690663377048527,0.0021155553409832,0.9962961792613872,7023,no,2868
alexandra,georgina,8,0.5625794462008238,0.1568707221040642,0.7819574877942266,7684,no,1384
commands,komentoa,2,0.6489228176953792,0.0125042964892604,0.9810949744558404,6491,no,151670
viewing,katsominen,7,0.5983744350902167,0.0843287748778054,0.876478133328602,7016,yes,282840
philosophers,filosofioita,1,0.7600049619266194,0.0549000075579393,0.9326301720890664,7075,no,39041
airborne,ilmapuolustusta,8,0.6339968112877481,0.0504691929742325,0.9262648653695364,7460,no,39027
triangle,kolmiota,3,0.5683637924831193,0.0625445682232928,0.9008658434114531,6093,no,59398
cliff,huipulle,6,0.452591684827235,0.0916093173101321,0.8316627184618669,6142,no,55687
berry,wynton,8,0.4868642897354039,0.0346038057043714,0.933641566939606,7232,no,76122
henri,pierre,3,0.6961017173105275,0.0239326953550879,0.9667617339753424,5858,no,666
janet,mary,5,0.6368855800844743,0.0262765876022481,0.9603768295560232,7481,no,4744
hawk,tomahawk,8,0.492069990037398,0.1041283933839864,0.825346065538742,7634,no,18041
serie,sampdorian,3,0.6711701176430809,0.1178725148601055,0.8506132495196582,5875,no,2847
uci,maantieajon,3,0.6553495908176827,0.0249437353582216,0.9633338526214325,7611,no,553
interim,väliaikaisen,2,0.5980533056504576,0.0353151460689589,0.9442423348161908,6463,yes,93509
francesco,alessandro,7,0.764476868665577,0.0891330350107127,0.8955810673858884,7446,no,417
fourteen,kahdeksantoista,5,0.7741634702506136,0.037922346931173,0.9533025375781388,6226,no,60641
naturally,epätäydellisesti,9,0.5251726438270166,0.1037704016839838,0.8350082691515047,6112,no,438055
marble,graniitista,8,0.6186911668629254,0.1160268632385892,0.8420797387773946,6901,no,78932
dissolved,hajotessa,1,0.6226171119632893,0.0179889738572515,0.9719188214794904,6061,no,54554
princes,hallitsijasta,8,0.6156291285407754,0.0670102945084117,0.9018364714286602,7546,no,22299
farms,maatilat,2,0.6566491586560679,0.0525217151742569,0.9259392663850106,5836,no,144871
curve,käyrän,4,0.5919476761956177,0.034970046290774,0.9442190816490548,6147,no,154360
ist,nicht,2,0.580555517103744,0.0302241183461905,0.9505155106818096,7165,no,13938
mistakes,virheitä,0,0.7134351660086008,0.0,1.0,6940,yes,294825
yuan,yuan,0,0.8130035500808678,0.0,1.0,7693,yes,260630
ulster,irlannin,0,0.7573594862235489,0.0,1.0,6725,no,557
circus,sirkusta,5,0.516085688299934,0.095803087452993,0.8434305526603136,6658,no,44038
dying,kuoleva,5,0.6689083668399193,0.0620272336796661,0.9151399471641906,5979,no,211988
haiti,haitille,6,0.6575888550542865,0.1285072608472974,0.8365247477404073,7679,no,1918
complaint,lausuntopyynnön,5,0.6568534910465159,0.0476451450334054,0.9323701387152148,5962,no,242782
romans,roomalaisilla,5,0.7000156848929677,0.1129581439857518,0.8610556207675867,7221,no,2089
enlisted,armeijasta,9,0.6220369371684449,0.090693093463302,0.872752529617822,6460,no,37666
attraction,matkailukohteena,1,0.5107866571138796,3.312708079350468e-05,0.9999351491821216,6546,no,180538
derivative,käänteisarvo,1,0.4938680846360051,0.0233119159214003,0.9549249470275818,6905,no,42934
santo,costa,6,0.6190469132928038,0.1195762852114703,0.8381092207046643,7355,no,890
detection,tunnistaminen,9,0.6013662148226725,0.0989556617568766,0.8586997421240256,7436,no,148242
oslo,tukholman,1,0.725213040833802,0.01354552461183,0.9816644770762704,5892,no,818
intelligent,älykkäin,4,0.6455267139741783,0.0997498572751099,0.8661572614473821,6531,no,246932
mature,kuoriutuu,7,0.511341333347451,0.0719002938053394,0.8767229730217732,7141,no,232502
fraser,murray,8,0.6054662409827453,0.1087878990209555,0.8476902086694355,6414,no,1085
encounter,jahdatessaan,6,0.6455052754333304,0.052862611648508,0.9243054948167836,6059,no,325382
performers,laulajia,7,0.6775953583867178,0.0683033941292056,0.9084280622553428,5947,no,107213
drives,latautuu,8,0.4828767412617951,0.1085493095836205,0.8164617378141283,6607,no,272568
fake,huijaa,4,0.5315858530456101,0.0092258710095787,0.9829406971054548,6817,no,254311
cornell,harvardin,1,0.7006231711896662,0.0025589189782901,0.9963609440370148,6357,no,1558
proportion,puolet,9,0.6153724076230956,0.0371219928980693,0.9431075686344296,7154,no,186713
pump,jäähdytyksen,9,0.5539720122561291,0.0532807000021726,0.9122594285268352,7052,no,255719
sixty,kahdeksantoista,7,0.7074410546997972,0.0376500912170242,0.949469146931418,7437,no,73456
legends,legendat,0,0.7086771160151074,0.0,1.0,6152,no,57188
configuration,malleissa,0,0.6002454622264997,0.0,1.0,6248,no,215656
separation,irtautumisen,2,0.5561135416548578,0.0007854420574326,0.9985896148486446,6139,no,164622
descriptions,yksityiskohtaisesti,8,0.5902292623307743,0.0492376739704993,0.9230020018622168,7317,no,142569
budapest,budapestistä,6,0.7588175018133416,0.040899305338383,0.9488577644328244,6271,no,1009
vandal,vandalismi,6,0.6730366117555373,0.0601277346738801,0.9179887361316624,7210,no,1865
oslo,oslo,6,0.6549269823818695,0.0838315830637624,0.8865237074940798,5892,yes,818
galleries,gallerioita,2,0.7209973817340645,0.0246817430832455,0.9669003164205616,6923,yes,100622
moments,hetken,5,0.5333065727324751,0.1446462594199609,0.7866425914016426,6461,no,401837
burma,burmassa,1,0.6797904962236099,0.0113931131361384,0.9835165172005568,6660,yes,574
nixon,reagan,5,0.6881273767416962,0.0785050656117016,0.897597517043881,7576,no,1720
dragons,lohikäärmeesi,6,0.5028765106936766,0.0698552203276552,0.8780315171239335,6482,no,31852
duration,kestoa,0,0.6746929589644571,0.0,1.0,6198,no,250646
clergy,piispat,1,0.7379030936284268,0.0182927385497864,0.9758095221219424,7127,no,51283
answered,vastauksessa,8,0.6330034819982746,0.0619413656116146,0.9108686598301312,7163,no,279588
emerging,kehittyvän,1,0.54983462159113,0.0152683683554804,0.9729812642525164,6003,no,283499
misleading,harhaanjohtava,2,0.7120170847437977,0.0153046271684124,0.9789575549337378,7366,yes,91104
carey,morrissey,6,0.6057708017050063,0.0688884556261461,0.8978914839193667,7613,no,1780
casting,näyttelijöiden,7,0.4992344274342152,0.0602743077037123,0.8922728030531036,7087,no,110749
estonian,liettualainen,8,0.6381551817505895,0.1237466605655903,0.8375818856279429,6671,no,187
vital,tärkeät,7,0.6253949227910962,0.0604025888452296,0.9119235812024048,6382,no,630063
patrolling,partioiden,4,0.5346664620206122,0.0172965890744221,0.9686635019497998,6501,no,12092
memories,muistot,1,0.6903582886771786,0.0140088319264807,0.9801114624508952,6178,yes,305843
demo,demolta,5,0.654738369458064,0.0777584234943415,0.8938446908676172,6296,no,128035
confusing,ongelmallinen,3,0.6583914885129553,0.03863839433002,0.9445670906211,6374,no,152052
galleries,taidemuseoiden,6,0.7047820895148735,0.0408970353024364,0.9451546463601804,6923,no,100622
diagram,diagrammin,1,0.5812504620797674,0.0177054471645388,0.9704394816191436,7668,no,85413
planes,lentokoneita,4,0.6960924808351123,0.0302519713587228,0.9583503787117112,7249,yes,109896
kerry,matthew,5,0.5261988135157679,0.044983079530068,0.921245613564192,7023,no,2868
pleasure,mielihyvä,4,0.4733126519162519,0.0184153540101639,0.9625497149069852,7498,no,511447
monte,campo,8,0.5016339992955533,0.2059737471990615,0.7089153585168826,6405,no,8147
moderate,voimakkaasti,0,0.5580930473908688,0.0,1.0,5932,no,202965
construct,rakentamiseen,9,0.6008021302697638,0.1265295136582237,0.8260360116123983,6781,no,164107
renewed,uusinut,8,0.5229574992109558,0.0386446256985335,0.9311886049135556,7106,no,117953
sovereign,monarkin,0,0.6385608379679069,0.0,1.0,6859,no,84672
mandatory,pakolliset,5,0.5714416183043127,0.0579082613324676,0.9079871734211048,6967,yes,155901
penn,rochester,3,0.5606428338421046,0.0254651774333596,0.9565520741169476,5924,no,3642
fraud,syytetyn,9,0.6079630257812161,0.0470988134285168,0.9281002027452296,6477,no,275541
convince,suostuttelemaan,0,0.7693047605421983,0.0,1.0,7040,no,173397
flute,alttoviulua,1,0.7196051177478868,0.0310299649642984,0.9586617176855344,6644,no,34151
births,syntymävuoden,3,0.4804413838573582,0.0461710634929105,0.9123243977136748,6421,no,34762
folklore,kansanperinteeseen,1,0.736520196964848,0.0023835988635976,0.9967741418070194,7543,no,23133
ritual,rituaalisen,3,0.7158474728229107,0.0334966622023993,0.955298693034719,6898,no,103185
leipzig,leipzigissä,3,0.762647814060662,0.0184328397437744,0.9764008497022773,7354,no,190
crowned,kruunattu,1,0.7005086662999735,0.0037785927933069,0.994634869870894,7294,no,33215
loved,rakastamansa,6,0.6198984453008572,0.1086566633002606,0.850860062584847,6254,no,845888
mechanisms,säätelyä,6,0.6560349590280492,0.1032112784363306,0.8640608628091189,7350,no,187087
striker,keskikenttäpelaaja,1,0.8056499571102511,0.0107464141504933,0.9868367688431812,6429,no,30805
designers,suunnittelijaa,4,0.6558130531900879,0.1188730086640659,0.8465533142812043,6272,no,331385
thomson,rawson,9,0.5435912118818638,0.0910202807814466,0.8565732234071958,7372,no,1601
norton,sinclair,6,0.5238367509044316,0.0333685850741718,0.9401143834784575,6851,no,2774
telecommunications,viestintäyhtiö,4,0.6576435137995187,0.0806885364382099,0.8907151106169239,7361,no,78249
dimension,ulottuvuuksia,5,0.6265930992680402,0.0355009814958804,0.9463807598839736,6907,no,163471
gathering,kerääntyi,4,0.533874545095639,0.0605501065965247,0.8981366159291087,6244,no,256458
councils,valtuustot,0,0.6888126003123559,0.0,1.0,6925,no,63502
fees,maksut,0,0.7063061460507576,0.0,1.0,6969,yes,777365
skill,taitonsa,3,0.70794706861454,0.0369339787647221,0.950416272645588,6250,no,429058
corrected,korjannut,6,0.6482969801870118,0.048226510679079,0.9307611138583254,7707,no,83895
trace,löytäneet,0,0.4721341904469984,0.0,1.0,6900,no,137102
terminology,termi,1,0.684797296346339,0.0268391058805474,0.9622853668016964,6614,no,74937
rings,terät,5,0.441530037995185,0.053086462856567,0.8926714681674595,5849,no,321050
privately,yksityistä,2,0.6038351045450334,0.0176819790912994,0.9715502927323464,6206,no,97462
renewed,jatkui,1,0.5469416070901376,0.0146605178193517,0.9738951881250192,7106,no,117953
threshold,ylittyä,0,0.6176372939678083,0.0,1.0,7646,no,108017
für,wissenschaften,9,0.708583991343496,0.0708057451781807,0.9091523253896332,7147,no,0
extending,ulottua,0,0.7082933536777543,0.0,1.0,6233,no,129022
skull,kalloon,6,0.638440915092163,0.0818874141517831,0.8863193201942622,6961,no,71525
derivative,vaihdannainen,3,0.4865050897983943,0.030674910759011,0.9406881342550945,6905,no,42934
lecture,luennolla,2,0.6760768729015987,0.0310731699225454,0.956058590057566,6480,no,143071
fitness,kuntoa,6,0.5330789706296255,0.0574348982699431,0.902737427019328,7592,no,485398
salem,salemissa,2,0.4936625829235431,0.0413991595898614,0.9226273226050652,6556,no,8137
destroyer,risteili,9,0.7562234517123334,0.0331647804813626,0.9579867305733728,6237,no,11629
milton,milton,0,0.6339075862880006,0.0,1.0,6182,yes,2018
pin,kahvan,0,0.4663597618469914,0.0,1.0,5936,no,142741
paradise,paratiisisaarella,1,0.5747756483937434,0.0120923214904553,0.9793951585177814,6542,no,88552
preventing,estää,0,0.8211523137357806,0.0,1.0,7472,no,192519
afghan,iranin,8,0.6633889735691798,0.0844677444410386,0.8870535726873225,7540,no,3899
tough,kovaa,1,0.607977203875738,0.0171812577510744,0.9725169556109586,6934,yes,638893
genes,geenin,9,0.7082294067027108,0.0628498750970523,0.9184910338268258,6726,no,138907
czechoslovakia,tšekkoslovakialaiset,7,0.7619127113022259,0.0937680313119024,0.8904170368197857,7134,no,163
viii,vii,0,0.7954542642698683,0.0,1.0,6158,no,10280
jackie,judy,6,0.6240605568500405,0.108026943992522,0.8524398465098867,7169,no,3044
hoping,onnistuisi,5,0.6621877191079838,0.0638492156195558,0.9120578960028852,6371,no,396564
sudden,aiheutti,9,0.5857242439387562,0.0823248325903365,0.8767682862192365,7275,no,259275
vulnerable,uhkaavia,4,0.5604569462556843,0.0262192358789077,0.95530884553126,7058,no,231732
ibm,applen,2,0.6759732563784291,0.1239010915045384,0.845099306119182,6049,no,3448
walsh,mccarty,4,0.6967346189488018,0.0408455728578593,0.9446221938826604,6995,no,909
muscle,lihasten,0,0.6451800118839631,0.0,1.0,6078,no,637216
designers,suunnittelijoita,1,0.7061693342254121,0.0685167276287417,0.911555491956636,6272,no,331385
sail,purjehtia,3,0.7028644845167866,0.0315833039252276,0.9569972101186044,6588,yes,82136
barrier,ylittää,6,0.4873348295330443,0.0783730224566511,0.8614602534134903,6982,no,147355
beaten,kohtasi,6,0.5998466699150016,0.0716340079667976,0.8933193309556297,6507,no,123912
counting,arpoa,2,0.5223897913838583,0.0150349139539071,0.9720241481186508,7455,no,139437
informal,vapaampaa,4,0.4875673605131858,0.0397290945303608,0.9246551078613264,7319,no,136439
pale,vaaleanruskea,7,0.7321513097008324,0.0106511208620275,0.9856608965940558,6234,no,104942
receptor,reseptorin,0,0.7774564708724594,0.0,1.0,7511,yes,46748
mature,kypsänä,3,0.5423391338183128,0.0409024933344777,0.9298704148842198,7141,no,232502
aggregate,maalierolla,2,0.5757499095545303,0.0327258759788641,0.9462166338300934,6348,no,83864
joke,vitsi,0,0.733790206237144,0.0,1.0,5926,yes,178208
riley,sanderson,7,0.6366170734892459,0.0704372523531301,0.9003792922570525,7672,no,1765
rap,gangsta,6,0.6065099522200714,0.105465631777725,0.851869032944181,6495,no,69727
wednesday,lauantaina,3,0.6663587086300857,0.0128937215805799,0.9810177762977144,6291,no,14746
curve,päätepisteeseen,9,0.5610236561503783,0.0658940663360134,0.8948920026145156,6147,no,154360
concerto,huilukonsertto,7,0.7736674378189594,0.0185920329169344,0.9765328991275232,6778,no,7740
stan,jeff,4,0.5805819578625865,0.0195801331442129,0.9673752583883358,6786,no,3580
saxophone,saksofoni,0,0.8133135840260053,0.0,1.0,6043,yes,15308
trinidad,tobagon,5,0.7495249665660721,0.064236681411168,0.92106204369444,6580,no,2154
planets,planeettoihin,8,0.7527874436808393,0.0556543670309258,0.931158475114088,5958,no,87925
legally,laillistettu,5,0.6345495399119572,0.0925914171641226,0.8726637301020097,6814,no,179044
employer,työntekijä,4,0.7164901803489051,0.0316369469794662,0.9577118034839284,7572,no,384412
missionaries,lähetyssaarnaajat,0,0.7894944144043892,0.0,1.0,6962,no,45502
surnames,sukunimeen,5,0.6742230737370868,0.071142354268239,0.9045537241261332,7114,no,7029
jake,shane,4,0.651674832094878,0.0542018946347866,0.923213370575476,6355,no,4328
reforms,talousuudistukset,4,0.7300226032907737,0.0429506778277902,0.9444344599264328,6255,no,131298
fed,vettä,7,0.4227535194435126,0.0383618753130851,0.916806344465392,6101,no,201404
skull,kalloa,2,0.6501064209551197,0.0702219082888264,0.902514026676514,6961,no,71525
slam,tennisturnauksen,1,0.6105647092853831,0.0356459965551657,0.9448384308198674,7036,no,33767
homer,bart,4,0.4681888381055196,0.13551019016781,0.7755335294221201,7174,no,15738
loaded,ladattuna,9,0.5299050872314501,0.055136195489739,0.9057567438091116,7136,no,224915
baden,württemberg,2,0.7105523990805457,0.0316936369274657,0.9573003621576448,7071,no,285
sanctuary,suojelualueella,4,0.5239114734656065,0.027106113859397,0.9508071711631062,6481,no,64770
finite,\r^n,6,0.7088902290248902,0.0552730251972944,0.9276685644174882,6992,no,45438
stamp,postimerkkiin,2,0.6208975626968857,0.0126016143214388,0.9801079231377212,6892,no,105708
concerto,konsertto,8,0.7691914513302032,0.0230680194056907,0.970883251942367,6778,yes,7740
useless,tarpeeton,5,0.6554660770784768,0.0371579540607648,0.9463519133177538,7115,no,150843
creatures,olento,3,0.6623583193835947,0.0846197033158489,0.8867172784949569,6983,no,191788
pin,korttiin,1,0.4593784137588808,0.0069813480881106,0.9850301233955918,5936,no,142741
malcolm,ian,3,0.6324745199207757,0.0466591965766071,0.9312960092494732,6383,no,1247
surveillance,joukkovalvontaa,5,0.5862224499652007,0.0749506063624799,0.8866399565965766,7650,no,123831
monarchy,monarkian,0,0.8001333780894108,0.0,1.0,7442,no,31381
legally,laillisiksi,8,0.6142370000175905,0.1129039570584893,0.8447289264072133,6814,no,179044
plymouth,southampton,7,0.6338831373983147,0.067681937204642,0.9035272141462488,6161,no,2021
helsinki,helsingissäkin,2,0.60871652719878,0.0801848254450341,0.8836047786271477,7587,no,797
graph,integraalifunktio,1,0.6639450603051923,0.0118715671584086,0.982433745078212,5888,no,97838
travelled,matkustettuaan,2,0.7240856453027649,0.0908441987083406,0.8885251296464943,5877,no,71734
naked,alasti,3,0.4982997818966742,0.0365044372087783,0.9317424285286344,6810,yes,176179
mud,kuoppaa,6,0.5241728025474073,0.0747975786941683,0.8751230761375476,7664,no,111031
joins,kääntyy,7,0.560845768883989,0.0919828421363737,0.8591010862826527,6627,no,88974
mature,kypsää,2,0.572412371018906,0.0108292561338845,0.9814326419279268,7141,yes,232502
chaos,kaaoksesta,5,0.6141224840217567,0.0948883967806568,0.8661679258387852,7179,no,119668
rainbow,sininen,0,0.5099393815261835,0.0,1.0,7159,no,52785
aboriginal,alkuperäiskansoista,6,0.5989015453676174,0.0435887139441633,0.932156615119964,6554,no,28782
hiding,piiloutui,7,0.6777821089082947,0.0717842833031576,0.9042322547421424,7614,no,139111
nominate,äänestäisi,4,0.6357401430886193,0.0449300813153098,0.9339914106648992,6427,no,29071
maple,leafsia,2,0.5094459150955407,0.0669186060608949,0.8838953412215114,7346,no,49738
unified,itsenäisen,4,0.5011180560549183,0.0316839258180742,0.9405333934631892,6568,no,78099
surrender,antautuessa,4,0.7234830742587877,0.0400588278166536,0.9475355213541437,5982,no,91229
everyday,jokapäiväisen,2,0.6544435915110403,0.029938520897234,0.9562546706665328,7250,no,515693
module,moduuleista,9,0.6290655842885422,0.098906270280769,0.864134485887116,6487,no,233073
cent,vuositulot,9,0.516080240322766,0.0664922844325829,0.8858643660538122,6679,no,533892
demo,demolla,4,0.6700257469333929,0.0624710460190126,0.9147149221401824,6296,no,128035
bang,sung,6,0.4604255688671859,0.1565181580575945,0.7463007544662534,7150,no,78568
feminist,feministi,4,0.7477527533153013,0.0263141854974531,0.966005284326168,6646,yes,46431
shelter,majapaikka,8,0.504755332539626,0.0705924131652819,0.8773047888129063,6762,no,188545
occasional,harvakseltaan,4,0.5173073000595643,0.1207767302646675,0.8107197100618599,6096,no,167904
ira,brittisotilaat,7,0.4194913828657325,0.2339769492334712,0.6419460014506856,7676,no,10041
requesting,allekirjoittaa,9,0.6281654462515275,0.0843843206585029,0.8815741375869993,7489,no,101792
oslo,göteborgissa,9,0.6466422962029256,0.0921162692427064,0.8753093723019776,5892,no,818
accidents,onnettomuuksien,1,0.7872314546011437,0.0355398021140428,0.9568047597385316,6149,yes,226715
amanda,julie,9,0.6626250677646053,0.0594198622831616,0.9177061429138064,7568,no,3684
atlas,geographica,1,0.4066981161902123,0.1441163734421058,0.7383576936432683,6055,no,12107
runway,lentokentältä,9,0.6021410803698589,0.1028159008370152,0.854152943260458,6808,no,53095
aggregate,välierävaiheessa,6,0.546499402254568,0.0619763832788264,0.898144865001493,6348,no,83864
admission,suorittaneille,2,0.5579065193803259,0.0154236093621165,0.9730982053987864,7083,no,191830
mechanics,mekaniikasta,5,0.6692081949879191,0.0824611990744502,0.8902959203529736,5907,no,100360
complaint,syytös,4,0.6572920096843371,0.0472066263955842,0.9329925936290544,5962,no,242782
listen,kuunnellessa,7,0.6450826585523519,0.1141391041611363,0.8496630236820415,6016,no,625063
burke,henderson,6,0.6284719705456521,0.0257893928487508,0.9605824303685736,6582,no,1716
capabilities,tehokkuutta,8,0.6176188823000501,0.037620415430959,0.9425852271662694,7121,no,395906
silence,kadotuksen,6,0.5110695196514387,0.0842786355747512,0.8584380671462207,6989,no,192256
flags,liput,0,0.6478467928756138,0.0,1.0,6602,yes,88421
duck,tiikeri,7,0.4396877295246731,0.0661922813640246,0.8691541868836796,5993,no,78432
doug,mike,2,0.6881235213668231,0.0240337403784023,0.9662522006452552,5881,no,3130
cabin,ohjaamoon,2,0.5182464970157041,0.0264669640021728,0.951411217279787,7298,no,127549
conferences,konferenssit,4,0.6935397904716815,0.0938960467929918,0.8807572092233448,5837,yes,169878
theatres,elokuvateatteri,6,0.682853010699487,0.0402221560553937,0.9443734788515716,7708,no,34249
geometry,geometria,3,0.7108469009780938,0.0119156804638983,0.9835137003909012,6345,no,55491
robertson,robertson,0,0.7429985730435219,0.0,1.0,6179,yes,1268
guatemala,guatemalaan,2,0.7886665534314682,0.0028537397056663,0.9963946095502418,6759,no,1227
productive,hyödytä,8,0.4790682599528698,0.0652776592895379,0.8800805572669893,7064,no,264497
albany,jerseyn,7,0.6064224081331184,0.0337199028597792,0.9473243647846404,6189,no,3064
francesco,vincenzo,4,0.7694690967898781,0.0841408068864116,0.901429439227406,7446,no,417
melody,melodiaa,0,0.7439110328522792,0.0,1.0,7109,no,57147
practiced,harjoitelleet,8,0.5668368227562619,0.0859449603325571,0.8683404430713666,7396,no,113173
coordinates,koordinaatiston,9,0.6963047684157235,0.0482796386165501,0.9351589448280544,6616,no,57496
vatican,paavinistuimen,9,0.6184863591869487,0.1790736534061072,0.7754731298226744,7542,no,1114
clinic,sairaalassa,7,0.6867578317188768,0.0599556926520169,0.919707236182002,7525,no,185190
approached,pyysivät,6,0.5975324253018924,0.0717082393094611,0.892851341675264,5925,no,166727
terrain,maastoa,2,0.7386572688112649,0.0193751864708998,0.9744401623757816,7203,no,123228
lightning,salamat,8,0.5027466189219285,0.0720229718970364,0.8746924453772617,6446,no,78180
