en,cs,position,score,rel_score,ratio_score,index,correctness,freqs
reid,mcdermott,4,0.5993058757524541,0.0114808678149382,0.9812031483396602,6420,no,2004
eighteen,pět,6,0.6755886565518545,0.0166371469205999,0.9759657226917258,7386,no,61970
plymouth,queenstown,9,0.5519219223704568,0.062222573100635,0.8986841475263798,6161,no,2021
crater,kráterem,4,0.7154695836707436,0.0825659220209686,0.8965385356514894,7182,no,27332
walt,disney,2,0.5306465651569648,0.0814265825789111,0.866965929023162,6750,no,4780
precedent,konsensu,7,0.5508017466774084,0.0410916701399416,0.9305758959765184,6993,no,48777
explicit,takové,5,0.5567467881321714,0.0924457748563695,0.8575988387316117,7241,no,100101
joshua,benjamin,1,0.5303275563507468,0.0207132241312044,0.9624107237342974,7045,no,3272
itv,itv,1,0.6139455356343237,0.0341703253979421,0.9472774430431028,7156,yes,1084
tracking,detekci,7,0.5059895641979462,0.1218303767108641,0.8059469462940174,7099,no,260366
cyclists,cyklistickou,9,0.5450025781519292,0.0795667172357271,0.8726054613582279,5786,no,51139
andré,françois,7,0.5688560110868229,0.0793026908842147,0.8776492691634675,5874,no,0
copied,zkopírovaný,2,0.6313312604311879,0.0223701583242251,0.9657792415888956,5940,no,82587
survivors,přežili,8,0.568091397471062,0.0948572698643844,0.856916116528842,5699,no,100705
cream,nasládlá,4,0.549631224620011,0.0127495112218236,0.9773293955335458,6322,no,438190
naples,neapolí,8,0.6293480435477394,0.0707657369078463,0.8989225196198868,6698,no,1879
indie,rockových,6,0.6066711570396547,0.0127043632149806,0.9794884318163596,5656,no,56438
jets,aeros,3,0.5133776096924174,0.0195778205621253,0.9632655575856036,6380,no,46885
mechanisms,mechanismu,6,0.658053306137059,0.0965726436137517,0.8720258114027996,7350,no,187087
integral,integrálem,6,0.5130905028798849,0.0945689905100772,0.8443717385496549,6354,no,145965
badge,emblém,8,0.5039498256205163,0.1117035136007982,0.818561020489092,6744,no,53644
mesa,kitt,6,0.5070404705988527,0.0566694932109244,0.8994704779955824,6529,no,11716
answered,zodpovědět,8,0.5379548857329819,0.0502273604979548,0.9146057861830904,7163,no,279588
jeremy,jackman,3,0.5509004638427131,0.0131303000002236,0.9767205960349354,6015,no,4991
dorothy,millie,6,0.5591273295063836,0.0263814695544607,0.9549426591081523,6763,no,3052
cowboys,browns,6,0.4847217289978039,0.0465210756501247,0.9124297303547372,7196,no,16194
strictly,jakkoli,8,0.4913049514943094,0.1198496537456935,0.8038963419106887,6097,no,151931
butterfly,motýl,9,0.4322938318612134,0.0486102505609294,0.8989190311795713,6132,yes,57621
colored,tmavě,4,0.5945423223741992,0.0255324395141994,0.9588236111457882,5987,no,211958
conferences,kongresů,5,0.6094153662355017,0.1172324813206948,0.838666719078627,5837,no,169878
glen,kilburn,8,0.4903962521030621,0.071054063020843,0.8734455015753936,5794,no,4463
browser,prohlížeči,0,0.7238306104231242,0.0,1.0,6336,no,329222
galaxy,galaxii,3,0.5848122270210828,0.0480714749612979,0.9240437464091368,5710,yes,59252
sailed,připluly,9,0.7407787985319256,0.0334865901639263,0.9567505009873551,5927,no,39406
canvas,olejomaleb,6,0.5377953603234686,0.0579187762830267,0.9027742121196536,7288,no,116161
compromise,kompromisní,0,0.7201694851251099,0.0,1.0,5796,no,162141
mixture,smícháním,5,0.6087713180120129,0.119646479307923,0.8357447062000163,6335,no,274176
dragons,draci,2,0.4540205254757918,0.0158237482476417,0.9663212916861976,6482,yes,31852
grid,siločáry,5,0.4436153672826126,0.0262557072117298,0.9441214651487428,5688,no,166663
assignment,přidělení,0,0.4741880075736203,0.0,1.0,6584,yes,157031
keyboard,klávese,4,0.6961548339631043,0.0360982289468893,0.9507025224265584,5896,no,230620
arctic,arktického,9,0.6010912240665712,0.0871925112420185,0.8733189428006372,6219,no,17087
illustration,ilustroval,7,0.5199763815151794,0.1326892083571258,0.7966964852810968,6341,no,112826
surrender,kapitulaci,0,0.7268563577267387,0.0,1.0,5982,no,91229
furniture,nábytek,0,0.7158051422586753,0.0,1.0,6683,yes,569320
busy,vytížen,1,0.4902858830820505,0.0063873769173933,0.9871396802851828,6550,no,607913
arrive,přepadnout,9,0.6022709934631507,0.0442061849291106,0.9316198832586048,5814,no,373596
chad,mullins,8,0.446276018111027,0.0453377144174735,0.9077777705999188,7184,no,3030
ulster,severoirského,0,0.5529523523192011,0.0,1.0,6725,no,557
alias,}}&oldusername,8,0.3938522262121811,0.1740300121526689,0.6935455973165003,6929,no,24360
preparing,připravujících,6,0.6114446014467111,0.0445468536423094,0.932092326360769,7153,no,335680
cognitive,kognitivní,0,0.7747607462687813,0.0,1.0,7033,yes,125332
lancaster,lancaster,0,0.5469661277928717,0.0,1.0,6510,yes,7852
witch,čarodějnickém,9,0.5790950788745994,0.0597390020593056,0.9064874529361776,6545,no,52971
debates,debatách,8,0.582625579916578,0.0860354669779029,0.8713317197442788,7318,no,86744
crashed,přistává,6,0.6207103315773435,0.1468829638890519,0.8086448061016417,6775,no,68819
claire,jeannie,2,0.5961132089683593,0.0091022621831127,0.9849602949412464,6939,no,3036
recruited,rekrutovali,2,0.5372667622123507,0.0490778283675752,0.9162986592593364,6610,no,61210
sustainable,udržitelném,5,0.6657545165492013,0.0480061595192615,0.9327419383991716,6080,no,371619
triangle,mnohoúhelníku,9,0.5092515852855386,0.0500176261559995,0.9105661010248048,6093,no,59398
paste,promazat,7,0.5047289158098097,0.0448140288801666,0.918452180465262,6731,no,125302
centres,středisko,7,0.470316561521422,0.0960303302149153,0.8304390266529048,5680,no,151535
investigate,zkoumat,4,0.6040524024195423,0.0677542475791231,0.8991462088396152,5966,no,241373
imprisoned,vězněný,7,0.7059835482425116,0.1122428980664149,0.8628217181530247,6121,no,46477
pregnant,těhotenství,7,0.6289048870253865,0.1052430974885825,0.8566459355490065,6768,no,379625
theoretical,teoretických,1,0.739533055488319,0.1072344065110206,0.8733602655706387,5738,no,127428
doctrine,mormonismu,6,0.5761613101675366,0.0812147123978676,0.8764562296006357,5658,no,162760
galleries,výstavní,9,0.583554190101786,0.1111836401059258,0.8399631698871439,6923,no,100622
monk,mnichem,2,0.5967786919731756,0.1258994240585803,0.8257876898917359,6400,no,37008
crowned,korunována,3,0.5914803447277954,0.0421200741068703,0.9335226542552818,7294,no,33215
vinyl,vinylová,7,0.6044380548482023,0.0502730790019053,0.9232133434080028,6287,no,112348
armament,výzbroj,0,0.7528411342937709,0.0,1.0,6981,yes,5492
soprano,soprán,0,0.7607473472815652,0.0,1.0,7199,no,14198
complaints,stěžovat,8,0.5299788507655852,0.1003637511607331,0.8407790448336779,6086,no,241048
barrier,bariéry,4,0.5194474567233938,0.0371396116937952,0.9332725932720426,6982,yes,147355
ers,packers,3,0.5055755978134094,0.0423968696787949,0.9226295622609942,7342,no,54763
wizard,čaroděj,0,0.5143447967817532,0.0,1.0,6068,yes,52393
salem,asheville,0,0.4345832513106354,0.0,1.0,6556,no,8137
hopes,pomohla,2,0.5557790170279682,0.0116717633910445,0.9794312321106934,6356,no,332841
achievements,zásluha,6,0.5252189236184408,0.0463079863291876,0.9189749677168638,5638,no,156769
separation,vzdalování,4,0.4965873962266802,0.0341388370765443,0.9356752409541448,6139,no,164622
newman,newman,3,0.5563812813593579,0.0202567042412484,0.9648710200384218,7122,yes,1632
salem,fairhaven,4,0.4180471791329549,0.0165360721776804,0.961949587040434,6556,no,8137
builder,stavitele,5,0.5246081224219868,0.1335217206844504,0.7971194862487699,7018,no,99079
unrelated,nekonkrétní,3,0.5116041036071863,0.0278872744964331,0.94830821097742,6289,no,59558
judaism,judaism,5,0.6252112657897289,0.1103952292112809,0.8499262445866123,6034,no,1051
explaining,vysvětlující,4,0.6607236058222443,0.0162416711248827,0.9760081178784724,5973,yes,169624
affiliate,wchl,3,0.4310219104264307,0.0195800386981786,0.9565469285336712,6240,no,349891
reid,mackinnon,2,0.603233600375499,0.0075531431918933,0.9876337473407196,6420,no,2004
hub,ryanair,7,0.4813290248502815,0.023158584419429,0.9540948400041914,6794,no,116291
bengali,indické,4,0.5088938408496722,0.041679729448893,0.9242976203411092,7263,no,924
cyclists,cyklistů,0,0.6245692953876564,0.0,1.0,5786,no,51139
physicians,medicínských,8,0.585775576955817,0.1351002109198377,0.8125887799367435,6393,no,209058
crops,plodinách,3,0.6769570216375485,0.0543783681128091,0.9256451022678236,6397,no,169439
loading,ran/min,5,0.514329368665368,0.0223587218070919,0.9583394485474626,7391,no,130271
temporarily,dočasně,0,0.7135848386542114,0.0,1.0,5667,yes,117242
henri,françois,3,0.6577466045604188,0.1035026745699879,0.8640357667225359,5858,no,666
carol,carol,0,0.5350788177175035,0.0,1.0,5937,yes,8416
fake,podvodné,2,0.4976250778119895,0.0292449378433826,0.9444930685474576,6817,no,254311
introduce,představit,2,0.5695369035658195,0.051417085541812,0.9171966257665836,6651,yes,298951
observations,pozorováních,1,0.6336869959333307,0.1047170599401769,0.858184608945166,6317,no,156403
burn,ohřívat,2,0.4419049476238672,0.0319593105061907,0.9325559799924408,6025,no,352436
chef,šéfkuchaře,2,0.5323099818776116,0.0661545753359467,0.889459493400977,7380,no,116759
stolen,ukradli,3,0.5653431403108167,0.0187168958292121,0.9679538152397664,5933,no,182823
licensing,licencovaný,9,0.5369509920555423,0.1298893547499379,0.8052167128576173,6844,no,130623
ignore,blokovat,9,0.6407750601363283,0.0865560489704723,0.8809949857957162,6191,no,268802
escaped,uprchl,0,0.7353013795961545,0.0,1.0,5753,no,83418
cruise,lodi,4,0.5148587938650484,0.0477275795744156,0.9151639964497802,5857,no,240158
ping,chuang,5,0.4891975635065057,0.0545831383337652,0.899622884466028,6346,no,29179
rafael,mariño,9,0.6035955736391816,0.0927945031065757,0.8667492455662119,7282,no,1030
mcdonald,mcdonald,0,0.628447704175908,0.0,1.0,6329,yes,1663
mess,takovéhle,7,0.5088850330783827,0.0413394006156109,0.9248681118392468,6795,no,244829
trace,zjistit,3,0.4293936196788095,0.0698273367440509,0.8601273927993833,6900,no,137102
personalities,komiků,8,0.5236813937960576,0.0965713346828833,0.844303248903544,6548,no,95186
terrain,zasněžených,6,0.601122911517467,0.1020382211003532,0.8548864316199162,7203,no,123228
mature,dozrají,9,0.5379934889775521,0.0202599572730967,0.9637083166988633,7141,no,232502
logos,flagicon,5,0.4177326541213781,0.1496429903373101,0.7362541170055353,6381,no,64607
estimate,odhadnut,7,0.6184916441704975,0.0939764175648782,0.8680973609736587,6687,no,268772
ion,chloridové,7,0.5262813376237399,0.0630762121608128,0.8929746260417447,6832,no,47695
bolivia,bolívii,3,0.6910022586389946,0.0328528620067545,0.9546140366079796,6394,no,849
grants,nadačních,8,0.495240396680335,0.0647420729636298,0.8843855362029588,5930,no,273240
problematic,problematičtější,1,0.6927446432587792,0.0670090461981784,0.9118016179084646,6307,no,94165
telecommunications,telekomunikačním,6,0.6590483925476569,0.0848145483261285,0.8859809466694223,7361,no,78249
screenplay,scenáristu,2,0.6700095145169693,0.0796092455643725,0.8938003558559099,6075,no,28645
succeed,vládnout,8,0.490021535767407,0.036243439308066,0.9311308161770252,6913,no,293207
balls,míček,2,0.531976952326233,0.008794043490472,0.983737952740622,6035,no,222970
guild,guild,0,0.5970840196028757,0.0,1.0,6118,no,38482
bend,ohybu,3,0.4082029206968279,0.0289906186677412,0.9336892793295228,7237,no,104791
armor,podkaliberní,3,0.5590827203826547,0.0312928454137325,0.9469950193966444,5906,no,78590
sanctuary,chrámu,6,0.4643723564098279,0.0476089196691746,0.9070104281277892,6481,no,64770
literacy,gramotných,6,0.4902472360045233,0.0979242832839007,0.8335106681085638,5671,no,105441
johnston,mcdermott,3,0.5879808267142032,0.0305870623909352,0.9505518101898492,6849,no,1985
convince,chce,9,0.64145525084256,0.1136104153998761,0.8495357152640044,7040,no,173397
translations,překladatelů,6,0.6728124631382176,0.1355602158700176,0.8323048027348824,6520,no,54740
speaks,nadává,9,0.5299402798876847,0.1099326181511846,0.8281961644443538,6243,no,217215
estimates,odhadovaných,9,0.6048929935968035,0.1197803122691588,0.8347112950075827,6896,no,243130
superman,supermana,5,0.5139834886011562,0.0840072221232338,0.8595175132043945,7259,no,7316
shelter,přístřešků,5,0.5436624516392967,0.0429957893488957,0.9267106701229122,6762,no,188545
copyvio,odmazat,0,0.6266336267855301,0.0,1.0,6326,no,13
eds,", isbn",7,0.543452003749783,0.1953248769819497,0.7356104636240277,6433,no,6949
ernst,heinrich,4,0.6135745640383613,0.137909345626687,0.8164839674502732,6630,no,665
sue,sue,1,0.5024609501452653,0.0128541669647779,0.9750557153516748,6980,yes,70715
larvae,larvy,2,0.6314942160432245,0.0080083304981897,0.9874772500258198,7175,yes,26769
cherry,viburnum,4,0.4826843994964148,0.0292978664612227,0.9427756224985204,6532,no,75810
measuring,měřidlo,8,0.5513336071196256,0.0726541659124904,0.8835647603166241,6879,no,153363
bats,predátoři,9,0.4359691931498329,0.0203026164153707,0.9555032417305864,6910,no,46784
maxwell,maxwellova,4,0.5194119602835677,0.0417859354968205,0.9255415321208325,7247,no,916
halifax,northamptonu,3,0.5528651112443871,0.0207136385130253,0.9638870189633316,6398,no,2858
copied,zkopíroval,0,0.6537014187554131,0.0,1.0,5940,yes,82587
paying,zaplacení,0,0.6216967842654326,0.0,1.0,6301,no,815788
shirt,tričko,0,0.5700775311514998,0.0,1.0,7387,yes,275639
mph,km/h,0,0.7410281652406938,0.0,1.0,5793,no,107262
ernst,ernst,0,0.7514839096650483,0.0,1.0,6630,yes,665
felix,felix,0,0.5418046075188463,0.0,1.0,7262,yes,3210
regiments,setniny,4,0.6719416128438229,0.0512342942128809,0.9291537595307864,6469,no,14610
sofia,bulharském,9,0.4865375549097722,0.0690739306111928,0.8756794407400952,6673,no,1029
gathering,shromažďovala,2,0.5268977435524591,0.0159848992207665,0.9705555161257132,6244,no,256458
sue,jennie,4,0.4756835171617083,0.0396315999483348,0.9230924949949184,6980,no,70715
explorer,výzkumník,4,0.5156894133820629,0.1041638297044058,0.8319540457903596,6201,no,38234
fac,wikipedista_diskuse,1,0.4899947134141804,0.0285878058283953,0.944873178775579,6773,no,4594
nose,zakulacený,5,0.547677125174608,0.0388651587304983,0.9337385218474954,6388,no,305043
sue,howlett,8,0.4604398458464425,0.0548752712636007,0.8935112333374797,6980,no,70715
curve,tečna,8,0.5100645784601204,0.019809301678216,0.9626150629031868,6147,no,154360
certification,certifikačních,6,0.6301830340236849,0.0582039259274684,0.91544882556811,7085,no,282150
considerably,mnohem,3,0.640412408987852,0.0943610965813314,0.8715779816962294,6728,no,266110
barrier,přílivová,9,0.4460488527938838,0.1105382156233051,0.8013999571753411,6982,no,147355
generations,generacím,4,0.6121675100634206,0.0849139435871911,0.8781864828815954,5992,no,242446
joshua,nathaniel,0,0.5510407804819513,0.0,1.0,7045,no,3272
walsh,mclellan,3,0.5641391093854128,0.0098798474658509,0.9827882906166616,6995,no,909
nose,tlapky,9,0.5446337849810677,0.0419084989240385,0.928549910084882,6388,no,305043
plateau,úbočích,1,0.6019259667915485,0.0205506031894737,0.9669857402181412,6991,no,35516
nationwide,celorepublikový,7,0.4363547883641538,0.1157428374931995,0.7903580235226292,6297,no,172153
beetles,jestřábovitých,2,0.5810383563067971,0.0119984281929026,0.9797678179389416,6377,no,17842
para,letras,6,0.4159744622266839,0.0552215920983982,0.8828054870334284,6619,no,31456
maintains,zajišťuje,3,0.5696343124650332,0.1239317678146684,0.8213122421374915,6449,no,142165
charleston,newport,4,0.5495929335973913,0.0582156745481687,0.9042203848909176,6745,no,8332
scandal,skandálu,0,0.6095094406622281,0.0,1.0,5827,no,84866
roberto,cristiano,6,0.6289845323151644,0.0905308421888675,0.8741780295504162,6835,no,670
forget,smát,0,0.5830885844531765,0.0,1.0,6395,no,726877
questioned,pochyboval,2,0.6546104385998748,0.0109557681727996,0.983539176025892,7240,no,113976
abstract,abstrakci,5,0.6545763984340024,0.0491271523598881,0.930187715687288,5863,no,137841
exceptions,výjimce,5,0.5703568911522268,0.0584797554777121,0.907003264216364,6706,no,120147
altered,pozměněny,0,0.6612397070057905,0.0,1.0,6270,no,140529
bag,kufřík,4,0.5038606856796181,0.0340506646828598,0.9366983710979244,6943,no,708102
rescued,zachráněno,7,0.5681344746706236,0.0708671067457937,0.8890971340184964,6011,no,59230
windsor,westminster,5,0.5673406232224507,0.0352800576767113,0.941455614128492,6223,no,3303
pocket,dírky,9,0.3795875243695228,0.0629157605298769,0.8578185458121956,6828,no,311292
prestigious,nejprestižnějších,6,0.6702840662009868,0.1295576952489021,0.8380208417549362,6079,no,139260
feminist,feministické,0,0.7589541029460871,0.0,1.0,6646,yes,46431
obscure,přinejmenším,4,0.5271800097799327,0.0202419737667075,0.9630230893623164,6693,no,75480
moderate,konzervativnímu,7,0.4775043640855929,0.0699639751726018,0.8722045273569587,5932,no,202965
ceiling,stropy,6,0.6006200409659264,0.0288351230885549,0.9541903462943722,7158,no,199124
lyon,bordeaux,3,0.5691247550188481,0.0196443231421029,0.966634927222294,6340,no,1236
classics,classics,4,0.5316599050756012,0.0423982288097061,0.9261429700111576,6695,no,65564
touchdowns,tacklů,1,0.6005178284149231,0.0039419738074746,0.9934785178551472,6908,no,34359
deer,srnčí,1,0.5831987758904249,0.0096326557003907,0.9837514423374242,6408,no,121198
imprisonment,vězení,0,0.749086020702951,0.0,1.0,7004,no,55188
boeing,boeingu,2,0.7687582388406972,0.0434015353277876,0.9465603484582532,6635,no,2189
prepare,připravovány,9,0.5812059319033661,0.151244413633718,0.7935089872572659,6047,no,566980
motto,motto,0,0.5653139064948602,0.0,1.0,6914,yes,50679
redirected,sloučit,9,0.5396345011143753,0.0700695419223017,0.8850761402641926,6895,no,19934
invitation,pozvaný,8,0.5387961973481543,0.1330202096304158,0.8019991648780037,7080,no,154220
platinum,platinová,3,0.6527848248856176,0.0348529292974948,0.9493149858548724,6176,no,138378
kosovo,bosnu,9,0.6465854337344882,0.0263094323308672,0.9609011248893792,6694,no,455
operators,operátor,8,0.5316222557730685,0.0935891728785839,0.8503079620914467,5905,no,233328
duchy,arcivévodství,3,0.708551108794852,0.0807199557528504,0.8977284745651893,5944,no,1402
powell,evans,8,0.5450187381587197,0.0186982352062009,0.9668304555483082,5755,no,1410
extends,přetíná,7,0.5804307957634542,0.0869567256339345,0.8697057963387406,6347,no,127925
viii,vii,1,0.8213610378600855,0.0300132570326696,0.9647472830543348,6158,no,10280
withdraw,stáhly,5,0.5457889280878969,0.0291355690532595,0.9493227907348916,5805,no,104196
chip,chipset,0,0.6150817256251764,0.0,1.0,6882,no,176186
mammals,býložravců,5,0.6551988803215625,0.1107930134567425,0.8553600705743128,5816,no,47222
cuisine,kuchyně,0,0.6670388669541429,0.0,1.0,5708,yes,118353
trick,kopnout,2,0.4955398929940097,0.0121404139438107,0.9760864981802464,6146,no,219033
blade,rukojeti,5,0.4794473331138461,0.0412343985475259,0.920806903641584,6498,no,130603
handling,vyžadování,6,0.5041741586274748,0.040892061740988,0.9249778096442206,5685,no,350785
walt,disneyland,7,0.4766239356058077,0.1354492121300682,0.7787042077713925,6750,no,4780
pianist,violoncellista,4,0.7423121772156472,0.0964699894228667,0.8849880299560041,5779,no,32952
salem,westchester,6,0.4059416927893531,0.0286415585212823,0.9340941961410067,6556,no,8137
informal,formálnější,5,0.5078976389771558,0.1595780025381703,0.7609231069827643,7319,no,136439
autobiography,autobiografii,2,0.6523860420064005,0.0064655072138493,0.9901867010535208,6609,yes,24649
cream,příchutěmi,5,0.5493208030790763,0.0130599327627584,0.9767774179831944,6322,no,438190
endangered,statusohrožený,6,0.6596974537576181,0.0692399231951064,0.905012521810091,6337,no,71370
ulster,ulsteru,5,0.5163208762757447,0.0366314760434564,0.9337529248409632,6725,no,557
adoption,osvojení,6,0.5369519511985704,0.0457192244710787,0.9215351189827868,6837,no,212733
heath,stinchcombe,4,0.4974341294091559,0.0181650386414562,0.9647690691392404,6767,no,15116
warnings,vandalizace,6,0.5502547033676815,0.1003998193022893,0.8456941190690611,5916,no,89525
empress,císařova,5,0.6883008325204265,0.1024163772095756,0.8704766053535793,7120,no,3962
madagascar,tanzanie,5,0.5440809027355105,0.0622824810708598,0.8972852208194212,7012,no,763
demanded,odmítl,3,0.6533417328670066,0.0768886863260254,0.8947062676312579,6938,no,125249
counted,sčítají,6,0.490925152634997,0.0611075301734965,0.8893045066415108,7197,no,108524
estonia,švédsko,9,0.5895217288313515,0.1421071446258593,0.8057660792495084,5651,no,625
glen,glen,0,0.5614503151239051,0.0,1.0,5794,yes,4463
ist,anfängen,3,0.5687521979666761,0.0045826704304987,0.9920069915801386,7165,no,13938
nearest,nejbližšího,9,0.4624959161411525,0.0931071646711669,0.8324214391773357,5898,no,135918
finite,polynomiální,4,0.6279150365192977,0.022940474866986,0.9647533523713672,6992,no,45438
lunar,marsu,1,0.6301823876694541,0.0285981620832629,0.9565892434225668,7337,no,47698
manufacture,výrobny,8,0.6554481223296946,0.1261929193185123,0.8385538724368725,7252,no,157456
refs,refy,1,0.6532598559781784,0.0113592837295318,0.982908581696086,6065,no,9525
civilians,povražděno,6,0.6392334899206201,0.1305456537423271,0.8304115474977231,6285,no,102687
mph,km/hod,1,0.6441300159491046,0.0968981492915892,0.8692382370377033,5793,no,107262
allmusic,remixové,6,0.4915490041291938,0.109630044126422,0.8176416086945726,5758,no,251
nose,hrudník,3,0.5608966217021895,0.0256456622029168,0.95627653298553,6388,no,305043
misleading,dehonestující,8,0.5963904428127802,0.0294583051506187,0.9529306318076368,7366,no,91104
punishment,trestán,6,0.6173660606861959,0.0703663654323576,0.8976835135875538,5734,no,174758
silva,paulinho,9,0.5866866913555155,0.0468166462155783,0.9260988167874894,6572,no,1156
sec,releases,3,0.3519885434639842,0.0022064309626571,0.9937705751860856,6661,no,54103
assignment,přiřazení,3,0.4403117940387248,0.0338762135348955,0.92855953125378,6584,yes,157031
strategies,multiagentní,9,0.5733818976232657,0.1080356181947838,0.8414545918076588,7029,no,719011
goddess,božstvo,7,0.6340804514200038,0.1411991511131803,0.8178732541758873,6434,no,55927
recommend,nepodporuji,9,0.5800286067791329,0.0518990042584941,0.9178719154662734,5682,no,771284
ruth,murphyová,5,0.5254329339370628,0.0273672129931519,0.9504934773532056,5684,no,2530
brussels,bruselu,0,0.7622718781973858,0.0,1.0,5954,yes,3606
macdonald,mcculloch,1,0.5888180430019369,0.0216062501330824,0.9646045375715356,6684,no,664
bassist,baskytaristou,3,0.7864197167524759,0.0461079271277219,0.9446169415914832,7258,no,21674
trinidad,trinidad,1,0.6029516621673792,0.0029432114156837,0.995142372804248,6580,yes,2154
sec,conseco,9,0.3378712101513005,0.0163237642753408,0.9539130550856484,6661,no,54103
johns,mcclelland,7,0.4995793672340844,0.0284540693038455,0.94611312970935,7177,no,4604
telegraph,telegrafů,7,0.5354310810802345,0.0999929731677571,0.8426358390128994,6056,no,17569
complaints,stížnosti,0,0.6303426019263183,0.0,1.0,6086,yes,241048
georgian,ázerbájdžánské,4,0.524255965350384,0.0205650754037503,0.96225352204591,5716,no,633
bench,křesle,6,0.4285650269615281,0.0355110879113416,0.9234800353362946,6537,no,169874
curtis,mccalla,4,0.5611491492904253,0.0205553379318629,0.9646636077537974,6010,no,1980
rubber,polyuretanu,5,0.5103209322330922,0.0612562095952599,0.8928294973460371,7030,no,192978
finger,prsty,4,0.492142517543478,0.0557652838051523,0.8982214093906117,7402,no,268337
relatives,příbuznou,5,0.5653431761966258,0.1477568787071782,0.79279642780688,5917,no,196489
copyvio,copyviem,1,0.6212517284251027,0.0053818983604274,0.9914114115004724,6326,no,13
speaks,rozmlouvá,8,0.5313009558430849,0.1085719421957843,0.8303226429365209,6243,no,217215
holocaust,holokaustu,0,0.7655722146736661,0.0,1.0,6040,no,15312
hotels,restaurací,4,0.6172051279191166,0.0965715267398396,0.8647034389406002,5668,no,360850
joshua,matthew,3,0.5157365724830694,0.0353042079988819,0.9359317690280488,7045,no,3272
coached,trenérskou,4,0.5985911067382135,0.0769515036439489,0.8860893414252335,6315,no,36035
squadrons,bombardovacím,9,0.6455418423914963,0.0497885348906277,0.9283958582605883,6789,no,6859
clients,klientelu,3,0.6450660295398023,0.0490904248948314,0.9292804603613262,5846,no,1475341
explore,zmapovat,3,0.5713717739203944,0.055036919039734,0.9121389603013744,7017,no,559188
ethiopia,eritrea,4,0.5529466486396875,0.0636056461336596,0.8968365754651162,6601,no,1566
arrangements,aranže,1,0.5375199791559526,0.0025836806797794,0.9952163244356366,5923,no,266099
anton,andrä,7,0.5099486704944448,0.1502659645077604,0.7723983133041901,6811,no,663
lynn,finch,2,0.5395687299155709,0.0105946461572284,0.980742727309739,6368,no,2685
flew,odlétal,5,0.6878541098470121,0.0178345436084212,0.9747274615780008,5741,no,115830
defining,definovat,2,0.6490874578343716,0.0155942429855701,0.9765387809438212,6184,no,116062
placement,zařazení,5,0.4639626908269972,0.1227156043911634,0.7908298203779113,7214,no,219681
cohen,dougherty,6,0.5293839814654523,0.04346647774097,0.9241224702845054,6523,no,1771
lok,poslanecké,0,0.4960629707465344,0.0,1.0,6842,no,1457
tissue,tkání,1,0.7551234968027689,0.0533297776879131,0.9340348052625423,6281,no,345666
terror,teroristický,6,0.5229460196114727,0.0680856488400828,0.8848020292745725,6578,no,140627
tobacco,tabáku,0,0.653450311840676,0.0,1.0,6534,yes,212721
antarctica,antarktidy,0,0.6467876088459401,0.0,1.0,5767,no,1133
shirt,košile,3,0.530461377245151,0.0396161539063488,0.9305074279522504,7387,yes,275639
throwing,odhodí,7,0.5033201555152617,0.0403690267153677,0.9257498069949762,6944,no,201749
sudan,sýrie,5,0.6158564760543926,0.0600517626773106,0.9111539714473762,6195,no,1345
performs,provádějí,9,0.5069499523075423,0.055780261240479,0.9008756596011012,7218,no,138111
precisely,měřitelné,7,0.5725787356872905,0.0742390258549596,0.8852242002786895,7086,no,342738
confidence,sebedůvěra,8,0.5161970975024559,0.1247773720460163,0.8053317597284109,5707,no,610930
civilization,civilizací,2,0.6682345468204411,0.086488561739879,0.8854035860848872,7299,no,114925
boulevard,ulicí,5,0.6031705148926625,0.0407640765601429,0.9366953148639312,5762,no,9240
inventor,fyzik,9,0.6034596535006636,0.1856583955786724,0.7647267151026641,6975,no,40147
richards,richards,6,0.5744140374410581,0.0202294340827766,0.965980566420856,6769,yes,1736
acre,hektary,3,0.5284138742800137,0.0473155475335544,0.9178163461153178,7395,no,69194
cardiff,bournemouth,6,0.599857148211965,0.0350832928219165,0.944745537447906,5701,no,1622
console,playstationu,6,0.6184483895451988,0.0716191149689444,0.8962143348289245,7206,no,165116
instructor,instruktory,5,0.5472258860594783,0.1226148969004071,0.816949191480104,6562,no,181012
amazing,amazing,5,0.512645472150638,0.1078448031962577,0.8261942088681966,6422,no,1110594
chi,chun,3,0.4873555741899352,0.0134166631357233,0.973208053211228,5654,no,31885
gibson,mccullough,7,0.5574952131186852,0.0209133631631625,0.9638432692378132,6001,no,2531
informal,neformálních,1,0.5785805020497798,0.0888951394655462,0.8668189010407429,7319,no,136439
loves,nemiluje,1,0.6208490779530189,0.0283291868074826,0.9563614674962446,6425,no,383184
felix,mendler,6,0.4805571102831105,0.0612474972357358,0.8869564850763929,7262,no,3210
beetle,jestřábovitých,6,0.4803792421332203,0.0255073055509756,0.9495790001379938,6319,no,16514
für,beziehungen,7,0.7300100841028547,0.0619347382912551,0.9217941243633342,7147,no,0
migration,migrační,3,0.5488779031679265,0.1097121843646667,0.8334135504897996,6192,no,119076
constantly,neustále,0,0.6866945833452518,0.0,1.0,5698,yes,564896
gravity,hydrostatické,9,0.5667148793538582,0.0888414948960085,0.8644792448282314,5882,no,116319
tourists,turistů,2,0.663201184606467,0.0238098236514348,0.9653428789855772,7216,yes,197273
