en,es,position,score,rel_score,ratio_score,index,correctness,freqs
baltic,bálticas,3,0.7305265479645129,0.0880483558852751,0.8924370201539523,7133,no,642
regiments,fusileros,4,0.7368708779731938,0.1021337816625505,0.8782679208159677,6469,no,14610
dos,pedrógão,4,0.5111692281043393,0.0133596974344482,0.9745301035196005,5810,no,17467
diving,esnórquel,6,0.565419749453198,0.0932772598612247,0.8583912503894492,6525,no,138266
performers,comediantes,7,0.6398022227275747,0.0401464630648799,0.9409566281930662,5947,no,107213
lecture,charla,9,0.537229891593308,0.0921567382599359,0.8535769050552846,6480,no,143071
investors,inversionistas,0,0.8275880541164368,0.0,1.0,6824,yes,520687
consumption,consumidora,8,0.6481885263058341,0.190011886665533,0.7733097195789335,5695,no,423879
moderate,moderados,3,0.6944830820906203,0.103893116103787,0.8698694721376341,5932,yes,202965
emotional,emocionalmente,7,0.6922272242190699,0.1801995279121924,0.7934502495802878,5487,no,516084
mhz,mhz,0,0.8020146265469967,0.0,1.0,7097,yes,3402
pale,blancuzcos,9,0.630041652790075,0.0428922121152972,0.9362608803744352,6234,no,104942
calgary,toronto,0,0.7260554230353284,0.0,1.0,5575,no,6857
auxiliary,auxiliar,0,0.7045325400746603,0.0,1.0,6262,yes,31278
intensity,intensificada,4,0.6086277158230657,0.2133010733031588,0.7404871612662275,6997,no,195730
rhine,rin,0,0.6695356746328113,0.0,1.0,6740,yes,291
circulation,circulaba,7,0.5490822187820461,0.201869788161183,0.7311815052164258,6131,no,173975
inns,"line,linemark",9,0.4028622418740472,0.0452154490037093,0.8990901579698488,6314,no,12477
forget,olvidarse,8,0.592805151741123,0.0263237486453429,0.957482603979702,6395,no,726877
assists,anotadora,8,0.6049920714115538,0.1186835415111007,0.8359989760719138,5871,no,165616
observations,mediciones,3,0.7036466740674846,0.1681029002284727,0.8071660655937388,6317,no,156403
garcia,reynoso,4,0.5455310694124712,0.0790882779883785,0.8733816390454783,7011,no,1943
angry,enfadado,2,0.6859534391058718,0.0595175477802073,0.9201611480162104,6245,yes,265826
impressed,impresionó,1,0.6746811046468222,0.0677388769323522,0.9087593564113572,6447,no,263477
header,modifiqué,7,0.4419011259332951,0.0221948434680995,0.9521761770593976,5913,no,102354
confirm,confirmara,7,0.6611419122429202,0.1146024021002162,0.8522678155917184,6260,no,236654
contracts,contractual,5,0.6507789030757931,0.1745736273541427,0.7884859851787147,6128,no,326030
fees,remuneraciones,7,0.6330670759245705,0.0369975794349877,0.9447850604578828,6969,no,777365
songwriters,compositoras,5,0.6588152403502108,0.0261060826540775,0.9618845526088052,6386,no,13440
commanders,comandante,1,0.6991730725690929,0.1108887131621507,0.8631107958486754,6555,no,31867
aux,croissent,3,0.557255551984984,0.0629079386135038,0.8985623314381267,6758,no,7780
imprisonment,encarcelada,8,0.7059662270435823,0.0742058329670714,0.9048852980378994,7004,no,55188
genres,narrativas,9,0.561244545045414,0.1017471269883527,0.8465333257109591,6922,no,63598
presenter,locutora,7,0.6563981858204113,0.1759128704020643,0.7886452798062518,6323,no,41622
quarters,barracones,3,0.5149066689836448,0.0465203594071768,0.9171390812079092,6708,no,133036
afl,draftnba,3,0.553790423651192,0.0735696501277219,0.8827313799480832,6343,no,704
lecturer,doctorarse,8,0.6592402985210306,0.1403739086175155,0.8244479558212834,6691,no,41066
skull,dentadura,9,0.6502690929236559,0.1767618766693759,0.7862693379470934,6961,no,71525
searches,encontrarlos,5,0.5426144953948955,0.1047674474197495,0.8381674858519401,6719,no,155715
hate,homofobia,4,0.5747099160404034,0.1187644334037121,0.8287399764693346,5605,no,457758
recall,recuerde,3,0.5138814941475834,0.0390900450451329,0.9293091194129076,5813,no,275207
boom,experimentó,6,0.4522416596141622,0.2691945698778187,0.6268629729513592,6505,no,114183
allan,alan,2,0.5130576589296186,0.1365351294021848,0.7898142777218695,5551,no,1383
penn,state,5,0.5028872566086311,0.1334243805204146,0.7903159823975437,5924,no,3642
contributors,usuarios,7,0.5876297341487047,0.0661391983340293,0.8988339839232479,5623,no,69201
explore,explorar,0,0.8407436987633963,0.0,1.0,7017,yes,559188
monte,carlo,0,0.5190017572460373,0.0,1.0,6405,no,8147
governorate,gubérniya,5,0.5657889074808119,0.0263848192248011,0.9554441238526648,7034,no,1514
trap,escapar,7,0.548338971533973,0.1362017345750775,0.8010319424987125,7077,no,132686
suburbs,suburbana,4,0.5773998564338716,0.1447759684591061,0.799528087940965,5788,no,60746
tenor,contrabajo,2,0.6856810908441161,0.0762194772760664,0.8999613854283889,6826,no,22287
goddess,mitología,9,0.6343540195420172,0.2271132105803358,0.7363646548133012,6434,no,55927
hypothesis,evidencia,4,0.6244706783866972,0.1942482492900701,0.7627412256837918,6668,no,76010
bag,bolso,1,0.599468845825909,0.0078081053095201,0.987142430986519,6943,yes,708102
derek,johnathan,8,0.5549539592354329,0.0734745712734767,0.8830820567392507,6573,no,2146
ignored,ignorado,0,0.7479289379790114,0.0,1.0,5719,yes,206412
disorders,trastorno,1,0.791429445406461,0.0704374765403462,0.9182733728993332,6653,no,256984
separation,separados,4,0.5278409820400541,0.2535799551268415,0.6754886603803886,6139,no,164622
uruguay,brasil,3,0.660003895861281,0.1258923875268952,0.8398104302209641,6257,no,659
freight,transbordo,8,0.6394524347639633,0.0801091111538216,0.88866954938282,6154,no,79405
hosting,webcast,7,0.4635982760988673,0.0520834192800301,0.899000837635391,6186,no,619516
madagascar,madagasc,6,0.6279876851424836,0.1602538035703685,0.7966945335089469,7012,no,763
optical,ópticos,0,0.7296342169169119,0.0,1.0,5885,yes,124269
dancer,coreógrafa,3,0.7211062811795199,0.0872518726206534,0.8920628533151134,5479,no,54144
adequate,necesario,9,0.6174187580135313,0.0921643958152937,0.8701147352244964,6926,no,350679
emily,felicity,9,0.6436577588500507,0.1069863981148672,0.8574738814361179,6060,no,6218
prototype,prototipo,0,0.852249289397903,0.0,1.0,5939,yes,86621
synthesis,elucidación,8,0.632243310786059,0.1622551532837066,0.795776630639957,6168,no,67281
customer,proveedores,3,0.64140663648714,0.082867381525147,0.8855855940372264,5748,no,1439964
impressive,excelente,6,0.6540241412684378,0.1606799566758411,0.8027750724695254,6017,no,427874
secular,religiosa»,2,0.6426661319356199,0.0818093489149565,0.887077822400687,7098,no,99134
sustainable,medioambiental,7,0.6480268058181515,0.2111660160066808,0.7542274438953213,6080,no,371619
directions,trayectorias,3,0.5621963222164719,0.1065705328002549,0.8406462102587463,6538,no,278196
idol,cantante,1,0.5137433846484052,0.083914538337066,0.8595943680995826,6419,no,36376
naked,desnudó,2,0.5358588402967879,0.0409290670159265,0.92903965825737,6810,no,176179
uruguay,perú,7,0.6247638668328868,0.1611324165552895,0.7949698707562132,6257,no,659
compensation,indemnizar,4,0.6768611592455462,0.0684146184753009,0.9082022782432,6861,no,347995
newman,mckeon,2,0.5634513387173459,0.10171044892521,0.8470891581344611,7122,no,1632
duration,durar,2,0.5735609094890858,0.1405586585558187,0.8031720949187318,6198,no,250646
travelling,viajaba,3,0.6330871993142568,0.1172580390319357,0.8437278827938194,6670,no,176307
geology,geomorfología,7,0.6876105710724024,0.183733291347019,0.7891380208533805,6442,no,29529
joke,divertido,7,0.568627357335372,0.117099722255253,0.829232757841267,5926,no,178208
defenders,atacantes,1,0.6148831298293268,0.0654935382924399,0.903739294186498,6091,no,48721
sail,navegar,7,0.6085606893490145,0.0347119571093484,0.9460384996929988,6588,yes,82136
aids,sida,1,0.6260642897866701,0.0164156372091707,0.97444957185522,6204,yes,142028
withdraw,retirasen,3,0.6381361973832804,0.0317083459993237,0.9526631271202094,5805,no,104196
evaluation,evaluando,6,0.6284559299100152,0.2040813197044586,0.754868241872705,5887,no,359796
cia,contraespionaje,5,0.5657625907594647,0.2552208649214941,0.6891278829610482,6551,no,1990
sheet,sheet,0,0.4471241433255532,0.0,1.0,5705,no,311451
duck,conejo,4,0.4875254652284997,0.1531710349086097,0.7609304329337978,5993,no,78432
descendants,descendencia,8,0.6494509415953678,0.1907850695802264,0.7729387135963209,5683,yes,50831
teen,superheroína,6,0.5225311951423212,0.1214124386135545,0.8114548661574578,6069,no,200462
builder,construyo,6,0.5122795868646646,0.2337793893507863,0.6866475750527338,7018,no,99079
presbyterian,presbiteriana,1,0.711804638322719,0.0073109564971853,0.989833405714117,6209,yes,835
lebanese,libanesas,3,0.6710392501490314,0.0721696548037625,0.9028945235682468,7063,no,1405
strict,estrictas,1,0.726354390230928,0.0528563494229734,0.9321668109368584,6082,yes,190987
emotional,emocionales,1,0.7956078836313782,0.076818868499884,0.9119480594649096,5487,yes,516084
copyvio,copyvio,0,0.713252701138085,0.0,1.0,6326,yes,13
louisville,jacksonville,6,0.6303229775331998,0.0779006242754538,0.8900056082902178,6431,no,8400
mixture,mezclan,1,0.6626162524445474,0.0942856457750654,0.8754321451738403,6335,no,274176
triangle,circunferencias,8,0.5364052457091713,0.2261932343636655,0.7033914434997804,6093,no,59398
permanently,transitoriamente,4,0.5005728772177024,0.208360121681406,0.7060933515509006,5995,no,140804
minneapolis,minnesota,2,0.6313336166974344,0.0626169140750578,0.9097674671343592,7019,no,9027
skull,huesos,3,0.6879480850104354,0.1390828845825964,0.8318286863537446,6961,no,71525
defended,defendiese,7,0.6333280857090859,0.1312344458128227,0.8283535480720033,5919,no,62483
traveling,recorrer,9,0.594317078719183,0.1815354030663667,0.7660181447785274,5771,no,326384
geneva,berna,8,0.5249380657187996,0.2327117700382007,0.6928504976105637,6496,no,2905
foods,verduras,2,0.6687843561797095,0.0573021238970156,0.9210808554224,6072,no,805974
dragons,monstruos,3,0.552163385461594,0.058933432052574,0.9035612191660486,6482,no,31852
skill,habilidad,1,0.7541833804413773,0.0553524887807514,0.9316244148218672,6250,yes,429058
bet,gat,5,0.4007133554651997,0.1220187084819915,0.7665750450419693,6970,no,398333
anybody,nadie,1,0.6838944248196686,0.0049687442312394,0.992787037463354,6952,no,303197
squadrons,aeronavales,7,0.6516837394378833,0.1070752236566964,0.8588811086725187,6789,no,6859
czechoslovakia,checoslovacos,3,0.7469155988046758,0.1364345346842795,0.8455487473065679,7134,no,163
refuge,refugiaban,6,0.5781336561207862,0.1907893869430555,0.7518745358666344,6712,no,63945
louise,élisabeth,3,0.6417348293298919,0.1141901403142116,0.8489398486625288,5559,no,1594
uprising,insurrecciones,6,0.7126540673145101,0.0591773256500963,0.92332868785915,6611,no,33232
promise,prometiendo,5,0.5793526311661655,0.1051395272694658,0.8463977622333083,5807,no,417434
difficulties,dificultado,2,0.6404976859567834,0.1945912151032424,0.7669814377173056,5657,no,332517
intense,intensas,2,0.6883746426501987,0.0678403579779153,0.910289589704559,6251,yes,322515
penalties,penal,6,0.5745624049700476,0.0883253246673515,0.8667567361434406,6867,no,145023
bomber,cazabombarderos,3,0.6865016954589789,0.061995952268667,0.917172816164647,6071,no,28362
varies,difieren,9,0.6391714030493729,0.2114737760317708,0.7513960212409572,6565,no,141788
jamie,natalie,8,0.5930067005018795,0.0446813829961738,0.9299322283849604,5899,no,3726
sculptures,murales,7,0.7108925459067186,0.159388072415635,0.8168543926407454,6648,no,53343
pump,bombear,4,0.548179236913181,0.0170495514878497,0.969836017135502,7052,no,255719
engagement,confrontación,1,0.5096438044922049,0.0132729500537778,0.974617470298304,6171,no,320046
sit,caminar,3,0.5033271527772554,0.1740362249048279,0.743068151247895,5644,no,705280
maintains,posee,2,0.570576615998803,0.1732136173622537,0.7671203390510629,6449,no,142165
toll,muertes,9,0.4257278519792077,0.0758961211536054,0.848699174643492,6399,no,122745
altered,alterado,0,0.7527576363043547,0.0,1.0,6270,yes,140529
confirm,confirmen,2,0.702908562353096,0.0728357519900404,0.906108558395669,6260,no,236654
armenia,turkmenistán,4,0.6240537780222274,0.1464091698176749,0.8099724714495967,5589,no,645
trinidad,belice,9,0.5660461640995513,0.1250775268265862,0.8190229499165677,6580,no,2154
roberto,roberto,0,0.6565468765665152,0.0,1.0,6835,yes,670
formats,formateo,4,0.6102523888025653,0.1987557702228113,0.7543216740085104,6415,no,163655
mate,zagallo,9,0.3963886159249155,0.0888691934248067,0.8168618995665472,6338,no,129778
macedonia,hercegovina,8,0.6875060532382942,0.1622524559414553,0.8090605104995376,6007,no,554
myth,mito,0,0.7726208008832064,0.0,1.0,6966,yes,112435
catalog,seds,9,0.4650574455531089,0.1931078605998308,0.7065967184922418,6166,no,110791
logan,covington,6,0.5513427858117649,0.1343250253219104,0.8040960605984712,6984,no,2176
relay,decatlón,9,0.4878010781278317,0.1230663414945265,0.7985383774917857,5855,no,61979
nadu,madhya,9,0.5905952427615256,0.0609526921484558,0.9064494124183248,5867,no,616
intervention,intervención,0,0.7394445561370618,0.0,1.0,5534,yes,224840
argues,afirma,1,0.7186808861635793,0.1001458687658984,0.8776959006737345,6464,no,112654
dissolved,disuelta,1,0.7215212954558898,0.0635109022076255,0.9190977103911756,6061,yes,54554
forget,enamorarme,9,0.5873390154809948,0.0317898849054711,0.9486538507803016,6395,no,726877
carefully,correctamente,6,0.6414504771658739,0.1539579400221035,0.8064416509868051,6193,no,542015
dear,¡venga,7,0.4866399259135628,0.0715869623805994,0.8717600963304439,6854,no,208756
ignored,ignorada,7,0.624858938614689,0.1230699993643223,0.8354522828106218,5719,yes,206412
hugo,victor,5,0.4554835253299581,0.1922759715866667,0.7031676532695974,6133,no,2163
tough,tenaz,8,0.4941471868762851,0.0683853031169592,0.8784331494918978,6934,no,638893
roosevelt,dwight,6,0.572401621842999,0.2014026003006666,0.7397240871305638,5478,no,4684
lucky,afortunados,7,0.4583646900510657,0.1109386062497034,0.8051326824022228,6465,yes,377315
scales,subcaudales,8,0.5254595588812383,0.0143318416276615,0.9734492961278192,7123,no,100517
hopes,frustrando,6,0.5802839651213059,0.051327890030661,0.9187350750116756,6356,no,332841
earning,obtuvó,8,0.5783815403402657,0.0923123372841712,0.8623629343223815,5583,no,214327
bread,cocinado,8,0.6489244159572918,0.0571702561489325,0.9190331574399248,7027,no,314792
fallen,decaído,8,0.4863316125683667,0.2353582282180533,0.6738789783134744,5516,no,224570
addresses,ip,8,0.4985178649862951,0.0240202843464119,0.9540315202304628,5508,no,311956
dimensions,dimensionado,3,0.6478980933832361,0.1225356817231422,0.8409523495952355,5817,no,200430
activated,activados,1,0.6617854730164312,0.0284806936525178,0.9587395485571044,6700,yes,95196
obscure,quizás,3,0.5351435024024991,0.0359770961685541,0.9370061310018076,6693,no,75480
varies,dependiendo,4,0.6853285444067632,0.1653166346743806,0.8056573542767226,6565,no,141788
favourite,admirada,9,0.4572371046421232,0.2469626897368971,0.6493002529847732,6327,no,285285
bailey,mccrory,8,0.5609122721087769,0.041434940001191,0.93121087112523,5945,no,9459
fled,refugiaron,4,0.7351832636965989,0.1032568866328416,0.8768464432526641,5493,no,79060
americas,oceanía,8,0.597575998383769,0.0918962724472175,0.8667150568122782,6560,no,5947
bruno,tomasini,9,0.4997701009435641,0.1580417211883812,0.7597463045340634,6941,no,2193
enhanced,incremental,7,0.559555536309781,0.039637096621804,0.9338491589459684,6860,no,263743
wrestlers,wrestle,9,0.5711499944634222,0.2171102172188947,0.7245703715584796,6037,no,13621
mhz,radiofrecuencia,8,0.5713790606516216,0.2306355658953751,0.7124297260159004,7097,no,3402
ash,limonita,3,0.4120172050640792,0.0911138436476156,0.8189063388536256,6497,no,63688
unified,unificador,7,0.5314472086315691,0.1277350950085125,0.8062218990055643,6568,no,78099
thunder,thunderball,8,0.4878740404184937,0.159251797333485,0.7539090729452208,6391,no,37707
instances,necesariamente,1,0.6058918242271967,0.0860948917358311,0.8755830281857158,6110,no,282587
fallen,despedazado,3,0.5195857088562224,0.2021041319301977,0.7199570778078761,5516,no,224570
albany,jamestown,7,0.5587036860977552,0.1058682590539639,0.8406970685020497,6189,no,3064
favourite,favoritas,3,0.5764320271126906,0.1277677672663297,0.8185631857802539,6327,no,285285
recalled,acompañó,7,0.5638255128946091,0.0864687289753302,0.8670313784008191,6586,no,87805
capita,capita,9,0.5925164929369736,0.2352997193115428,0.7157585031194048,5532,no,43179
ambassadors,exembajador,9,0.5350368092912456,0.219136684874361,0.7094346505550334,5677,no,23830
rubber,cauchos,1,0.6310627714670556,0.0924474812537385,0.8722236749153374,7030,no,192978
imprisonment,encarcelamiento,0,0.7801720600106536,0.0,1.0,7004,yes,55188
duration,transcurridos,5,0.5552370887756832,0.1588824792692212,0.7775127774411713,6198,no,250646
sick,extremaunción,6,0.572374806318793,0.1054460709624849,0.844433722098637,6598,no,422989
spy,exagente,9,0.5241986334860398,0.1894504414699969,0.7345327723129639,6141,no,90489
lacks,carecen,1,0.6780894608233318,0.1402483005065363,0.8286180754037049,6155,no,92365
desired,adecuada,9,0.5958390336925002,0.1088095334934989,0.8455832615568527,6304,no,383727
sec,njcaa,3,0.4134095200797084,0.0149630227260727,0.9650700704856876,6661,no,54103
feeding,oviposición,8,0.5938891278270735,0.0855110398116597,0.8741374466997045,7053,no,225102
mysterious,misterioso,0,0.8333288630657292,0.0,1.0,6412,yes,146641
responses,contestaciones,2,0.6121848154334335,0.1640745858558098,0.7886343333384329,5824,no,277454
millions,trillones,8,0.6069756992519835,0.1326033825493197,0.8207042548764986,5851,no,528626
shrine,templos,6,0.5886061185172909,0.0738718855707608,0.8884915648294606,6587,no,28783
electron,molécula,7,0.6892896972928622,0.0907855060795361,0.8836195463116185,6748,no,47449
cuts,recortan,2,0.5168400128094457,0.0937404060905939,0.8464732847812787,6163,no,398163
redirected,redirija,9,0.5356711893613508,0.0918788119336507,0.8535912489139491,6895,no,19934
yankees,phillies,6,0.6172755538820237,0.1677114167386842,0.7863513370087266,6455,no,3076
bits,bytes,1,0.5519724016244181,0.0507513935444565,0.915796598788278,6780,no,206273
suspension,frenos,7,0.5182088287039496,0.2130230786860832,0.7086791802529228,5739,no,159441
balls,ruletas,9,0.4777163973155703,0.1837632584082822,0.7221936354078926,6035,no,222970
mineral,bauxita,5,0.6243769171043243,0.1478574211101844,0.8085329623491657,6741,no,165233
aboard,tripulaciones,7,0.660604411384292,0.1515080510290755,0.8134395689744293,5614,no,160160
sustained,destrozó,8,0.4993196180957506,0.0329702189882457,0.9380596496659338,6258,no,156637
motors,daimlerchrysler,5,0.5828793846712486,0.1236396721286144,0.8250016458315602,6076,no,69198
particles,fotones,7,0.681823834875876,0.1735243586037137,0.7971301512921773,6282,no,154105
trumpet,flauta,7,0.6686411778543304,0.1189978815282755,0.8489182575308638,6848,no,34393
pronounced,pronuncia,1,0.6734619555226762,0.0001896575165736,0.999718463501159,5791,no,120440
prestigious,prestigiosas,1,0.7218828797712014,0.0498007084961548,0.9354648598812744,6079,yes,139260
holocaust,holocaust,1,0.6615447123007838,0.1560575807117038,0.809127760470554,6040,no,15312
uganda,zambia,4,0.759191522016615,0.0901527193033592,0.8938560893010212,5800,no,2343
catalog,colecciones,6,0.4789439143569296,0.1792213917960101,0.7276954738869752,6166,no,110791
joke,exabrupto,3,0.57285610573294,0.1128709738576849,0.8353995675290113,5926,no,178208
ports,puertos,0,0.7916657538925067,0.0,1.0,5821,yes,129823
dimensional,bidimensional,0,0.7412616337229425,0.0,1.0,5876,no,44327
badge,logotipo,8,0.4896687751917506,0.1849407472262783,0.7258551190273922,6744,no,53644
bits,búfer,5,0.5430128255527558,0.0597109696161188,0.9009314546816776,6780,no,206273
mere,mera,0,0.4969530706543444,0.0,1.0,6004,yes,234159
derek,brendan,3,0.579441688317909,0.0489868421910006,0.9220486661365764,6573,no,2146
streak,innings,2,0.4823567010284102,0.071742948202379,0.8705233827489806,6915,no,74188
burn,quemarla,2,0.5884959640409799,0.0453068622551857,0.9285158406125272,6025,no,352436
investors,empresarios,7,0.6540428057144947,0.173545248401942,0.7902999595768389,6824,no,520687
solomon,salomon,2,0.5462569793173286,0.1404677915781378,0.7954525633392072,5681,no,1202
edgar,poe,3,0.5280547554135664,0.1504458588327821,0.7782671737152494,6041,no,1556
agenda,política,2,0.5827364791652105,0.0175238231975636,0.9708062933221048,6574,no,282725
offense,reboteadores,9,0.5249426385195868,0.0359064961041669,0.9359783337666112,6702,no,215964
cuts,recortar,6,0.4768601721716177,0.1337202467284219,0.7809948655587107,6163,no,398163
abstract,abstractas,2,0.7107286114640856,0.0423365566405133,0.9437810186506556,5863,no,137841
crop,cosecha,9,0.557703931233606,0.1075970352443348,0.8382731415317997,6843,yes,180772
fringe,pseudocientíficas,5,0.4765885793895119,0.0743446176059625,0.8650569288410964,5847,no,46715
researcher,neurobiólogo,4,0.6529611600381328,0.1935858624116267,0.7713229657917607,7069,no,108541
cuts,recorta,4,0.491710252758133,0.1188701661419066,0.8053161181355093,6163,no,398163
illustrate,ejemplificar,6,0.5297034802802059,0.1682719179707352,0.7589142563012845,6276,no,119205
assassination,magnicidios,7,0.6257460377537629,0.1151586250056602,0.8445702520257279,6509,no,51835
supporter,detractor,7,0.5802763356396841,0.1113294659530131,0.8390275707684453,7110,no,71546
fringe,pseudociencias,1,0.5208905030147757,0.0300426939806988,0.9454694432200904,5847,no,46715
capita,cápita,0,0.8278162122485164,0.0,1.0,5532,yes,43179
punishment,castigar,5,0.6294687673353668,0.1500834148928848,0.8074748319427568,5734,no,174758
instructor,estudiante,6,0.560015531747678,0.222643670816375,0.715529223847395,6562,no,181012
kyle,matt,1,0.5903151961724729,0.0952617210822293,0.8610488208038105,6342,no,2976
dubai,dabi,4,0.6523546584821588,0.1270591543505704,0.836981136004272,7061,no,13630
boom,bonanza,3,0.4835617507222455,0.2378744787697354,0.6702764997853777,6505,no,114183
lacks,carezcan,8,0.5614774117764832,0.2568603495533849,0.6861193975260715,6155,no,92365
capita,$,6,0.6169913335611417,0.2108248786873747,0.7453240519236369,5532,no,43179
clergy,seglares,4,0.7425669770646683,0.0635192936487284,0.9212003777306452,7127,no,51283
accounting,contables,1,0.6376091357190822,0.1193677266190814,0.84230994029279,6528,no,314871
illustration,ilustrar,2,0.6271194593374918,0.0545682810767516,0.919951206627844,6341,no,112826
dubbed,parodiada,4,0.5193500436735334,0.0254311170807253,0.9533186554294288,6800,no,57832
marble,mármol,0,0.8240426846454352,0.0,1.0,6901,yes,78932
vital,importantísimo,8,0.5439492526287786,0.1055867304201125,0.8374428312277736,6382,no,630063
circular,concéntricos,6,0.6104385666299947,0.1300581857487879,0.8243635973675953,5904,no,101655
rotation,rotada,9,0.5945641435742277,0.2296349521292364,0.7213841251145269,6689,no,112783
collapsed,derrumbado,5,0.6030832190539239,0.1044577016210119,0.8523651444479453,6352,yes,75699
tenor,saxófono,9,0.6470720482787118,0.1148285198414708,0.8492867381306931,6826,no,22287
zoo,zoológicas,4,0.634545684918473,0.1720689659844658,0.786677608952616,6000,no,53581
leslie,tierney,7,0.5507473394218693,0.0501320906430283,0.916568802101257,5772,no,1756
ahmad,muhammad,3,0.6665601377790258,0.0239223611971817,0.9653541382545512,6299,no,716
giovanni,giovanni,0,0.7854722145712972,0.0,1.0,5625,yes,687
tactical,aerotransportadas,6,0.6168868960209395,0.1522622643860636,0.8020380542241086,5797,no,67197
thunder,thunders,1,0.5612186815702729,0.0859071561817058,0.8672481437611348,6391,no,37707
overview,detalla,4,0.4973728241103342,0.0793169216207032,0.8624617097705499,5503,no,196502
angry,enoja,6,0.6601561566408645,0.0853148302452146,0.885555800633389,6245,no,265826
julian,juliano,2,0.4932142626233125,0.1076332573968351,0.8208642728637277,5610,no,1727
quiet,tranquilos,6,0.5833122579772013,0.1163615260835462,0.8336917450183564,6664,no,424884
rotation,rotacionales,3,0.6943121846897291,0.129886911013735,0.8424083310806414,6689,no,112783
carol,arlene,1,0.6000831623713698,0.0892725690402513,0.8704985467264567,5937,no,8416
endangered,uicn,2,0.6486626397186428,0.1005063545007871,0.8658428802095498,6337,no,71370
heinrich,heinrichs,2,0.7115563115328261,0.0830968670336738,0.8954300199445815,6600,no,140
fortress,fortificó,8,0.6296888539597216,0.1098842125117884,0.8514221008127782,5617,no,32556
burials,cementerios,5,0.626266592214666,0.0265630180128018,0.9593109479155728,6435,no,7310
submarines,antisubmarina,9,0.7185752196487414,0.1110579314819706,0.8661360972248889,7089,no,17118
particles,antipartículas,2,0.7394455769639161,0.1159026165156735,0.8644965671299577,6282,no,154105
sin,pecados,7,0.4059027794669531,0.0468749384836959,0.896472514822814,6039,no,308951
boxer,boxeadores,4,0.5866329302590988,0.1233129297979419,0.8263065724645055,6622,no,27671
grain,cereales,2,0.6412758358069799,0.0786969139407957,0.8906945936934902,6518,yes,179534
oslo,estocolmo,1,0.7245298094531964,0.1121230458448864,0.8659861791723173,5892,no,818
estonia,estonia,0,0.8003175099369109,0.0,1.0,5651,yes,625
grows,leñosa,6,0.5946059132804717,0.2089418327408396,0.7399758337007417,5588,no,200977
rica,panamá,5,0.6294740512689916,0.0535174683144286,0.9216425580993,6681,no,4915
allegedly,acusándole,7,0.63889062586265,0.1334229016517591,0.8272425680783251,6214,no,115125
frog,ranas,1,0.5508875555060914,0.0176016428429546,0.9690378587771382,7094,no,37503
creatures,humanoides,9,0.6494644524201214,0.1753011617895847,0.7874533579366556,6983,no,191788
slovakia,eslovaca,7,0.6609729412355398,0.1970167641455023,0.7703739766224758,6013,no,576
consultant,consultoría,7,0.5991354543129115,0.1831727533865306,0.7658560250502902,6413,no,230353
threw,tiró,0,0.6718527219655634,0.0,1.0,6667,yes,174050
legendary,legendary,9,0.5852380588006145,0.2500356337558538,0.7006542454478772,5714,no,142355
atlas,orbiter,1,0.4211813199634983,0.2727901670089808,0.6069144451466507,6055,no,12107
builder,constructora,3,0.5303473950765631,0.2157115811388877,0.7108652425400303,7018,no,99079
landmark,emblemática,8,0.4805452223829236,0.038434639357455,0.925941944589977,5524,no,78541
emily,susan,2,0.6810305265808871,0.0696136303840307,0.9072614770419318,6060,no,6218
rebel,rebeldes,0,0.6698909355584843,0.0,1.0,5777,yes,52615
inhabited,habitados,3,0.7177142111196851,0.040815902562774,0.946190794766705,7046,no,36704
edwin,franklyn,9,0.5132589834682217,0.176615371711355,0.7439890751332807,6612,no,1085
fbi,nsa,3,0.6052312967494001,0.1994495444114057,0.7521383209227569,6454,no,4093
chambers,dyneley,9,0.4168963713699287,0.1282424116257606,0.7647527278814528,6295,no,54131
puts,trae,5,0.5997057403207011,0.1125179608314277,0.842018791779306,6524,no,339022
trend,vertiginosos,7,0.5133150640966461,0.1352011548058453,0.7915223230119804,6492,no,498311
kerry,ryan,3,0.4898164095883513,0.109114580200311,0.817817775235152,7023,no,2868
morocco,malí,6,0.6500008550042736,0.2143266762915163,0.7520307192226073,5611,no,2393
songwriters,músicos,7,0.6213322151697198,0.0635891078345685,0.9071585221560252,6386,no,13440
fur,piel,3,0.500744198974233,0.1813359209515925,0.7341427852034269,6894,yes,95417
satisfy,atenerse,7,0.5703013006227224,0.1026273173744347,0.847491524911089,6437,no,216025
perceived,percibido,1,0.6747674814475271,0.0512794713285693,0.9293716871443392,5556,yes,185271
lasting,perdurar,7,0.5639392859904646,0.0668402439956912,0.8940354897103934,6675,no,237682
strategies,optimizaciones,5,0.5964008033566355,0.2681359255509841,0.6898501630002629,7029,no,719011
stretch,bordea,2,0.5465878750584616,0.0255837238781309,0.9552866239329608,6426,no,309489
promised,prometiendo,3,0.7128357381220273,0.0881479373848446,0.8899503946456043,6320,no,254327
lock,desactivarla,7,0.4510522189142404,0.0576948230301717,0.8865942830651865,5498,no,237844
proximity,colindante,8,0.4525970333999121,0.227713372616817,0.6652801859226339,6978,no,102062
sailors,tripulaciones,9,0.573569252752456,0.1337664509264073,0.8108868953868918,6506,no,43357
pace,agilidad,8,0.4549098277341976,0.0697235192336317,0.8671004814379304,6390,no,360907
crazy,enamorarme,8,0.53200274119048,0.0757797186605938,0.8753176939670778,5839,no,425394
theological,teológico,1,0.7862014912011468,0.0078980493497282,0.99005408145149,5664,no,60650
